file_short_name,twitter_handle
lehigh_twitter-search.json,twitter.com/lehighadmission
lehigh_twitter-search.json,twitter.com/lehighsports
lehigh_twitter-search.json,twitter.com/lehighfootball
lehigh_twitter-search.json,twitter.com/lehighlacrosse
lehigh_twitter-search.json,twitter.com/lehighvball
lehigh_twitter-search.json,twitter.com/lehighresearch
lehigh_twitter-search.json,twitter.com/lehighbusiness
lehigh_twitter-search.json,twitter.com/lehightennis
lehigh_twitter-search.json,twitter.com/lehighwrestling
miami_twitter-search.json,twitter.com/univmiami
miami_twitter-search.json,twitter.com/umadmission
miami_twitter-search.json,twitter.com/miamiuniversity
miami_twitter-search.json,twitter.com/miamihurricanes
miami_twitter-search.json,twitter.com/umiamiuonline
miami_twitter-search.json,twitter.com/umiami_sa
miami_twitter-search.json,twitter.com/canesliveon
miami_twitter-search.json,twitter.com/miamilawschool
mines_twitter-search.json,twitter.com/coschoolofmines
mines_twitter-search.json,twitter.com/minesathletics
mines_twitter-search.json,twitter.com/minesfootball
mines_twitter-search.json,twitter.com/minesadmissions
mines_twitter-search.json,twitter.com/minesmbb
mines_twitter-search.json,twitter.com/mineswsoc
mines_twitter-search.json,twitter.com/orediggersbsb
mines_twitter-search.json,twitter.com/minesmsoc
mines_twitter-search.json,twitter.com/csmtrack
mit_twitter-search.json,twitter.com/mit
mit_twitter-search.json,twitter.com/mitstudents
mit_twitter-search.json,twitter.com/sciencemit
mit_twitter-search.json,twitter.com/medialab
mit_twitter-search.json,twitter.com/mit_csail
mit_twitter-search.json,twitter.com/mitengineering
mit_twitter-search.json,twitter.com/mitocw
mit_twitter-search.json,twitter.com/mitecon
msu_twitter-search.json,twitter.com/michiganstateu
msu_twitter-search.json,twitter.com/msu_football
msu_twitter-search.json,twitter.com/msunews
msu_twitter-search.json,twitter.com/msu_basketball
msu_twitter-search.json,twitter.com/msu_athletics
msu_twitter-search.json,twitter.com/msumd
msu_twitter-search.json,twitter.com/msu_wsoccer
msu_twitter-search.json,twitter.com/michstvb
msu_twitter-search.json,twitter.com/msubroadcollege
ncsu_twitter-search.json,twitter.com/ncstate
ncsu_twitter-search.json,twitter.com/ncstatenews
ncsu_twitter-search.json,twitter.com/packfootball
ncsu_twitter-search.json,twitter.com/ncstatebaseball
ncsu_twitter-search.json,twitter.com/packathletics
ncsu_twitter-search.json,twitter.com/ncstatealumni
ncsu_twitter-search.json,twitter.com/ncstateengr
ncsu_twitter-search.json,twitter.com/packmensbball
ncsu_twitter-search.json,twitter.com/packpride
nd_twitter-search.json,twitter.com/notredame
nd_twitter-search.json,twitter.com/ndfootball
nd_twitter-search.json,twitter.com/nd_news
nd_twitter-search.json,twitter.com/notredameaus
nd_twitter-search.json,twitter.com/ndadmissions
nd_twitter-search.json,twitter.com/fightingirish
nd_twitter-search.json,twitter.com/undresearch
northeastern_twitter-search.json,twitter.com/northeastern
northeastern_twitter-search.json,twitter.com/nuadmissions
northeastern_twitter-search.json,twitter.com/gonuathletics
northeastern_twitter-search.json,twitter.com/northeasternpd
northeastern_twitter-search.json,twitter.com/gonumhockey
northeastern_twitter-search.json,twitter.com/gonubaseball
northeastern_twitter-search.json,twitter.com/nustudentlife
northeastern_twitter-search.json,twitter.com/nucssh
northeastern_twitter-search.json,twitter.com/neiu
northwestern_twitter-search.json,twitter.com/northwesternu
northwestern_twitter-search.json,twitter.com/nufbfamily
northwestern_twitter-search.json,twitter.com/northwesternadm
northwestern_twitter-search.json,twitter.com/thedailynu
northwestern_twitter-search.json,twitter.com/nu_sports
northwestern_twitter-search.json,twitter.com/nufeinbergmed
northwestern_twitter-search.json,twitter.com/northwesternlaw
northwestern_twitter-search.json,twitter.com/numensbball
northwestern_twitter-search.json,twitter.com/northwesternem
nyu_twitter-search.json,twitter.com/nyuniversity
nyu_twitter-search.json,twitter.com/meetnyu
nyu_twitter-search.json,twitter.com/nyusteinhardt
nyu_twitter-search.json,twitter.com/nyulaw
nyu_twitter-search.json,twitter.com/nyustern
nyu_twitter-search.json,twitter.com/nyuwomenshoops
nyu_twitter-search.json,twitter.com/nyucic
nyu_twitter-search.json,twitter.com/nyulawreview
nyu_twitter-search.json,twitter.com/nyutischschool
olin_twitter-search.json,twitter.com/olincollege
olin_twitter-search.json,twitter.com/olinadmission
olin_twitter-search.json,twitter.com/olinerdean
osu_twitter-search.json,twitter.com/ohiostate
osu_twitter-search.json,twitter.com/osuwexmed
osu_twitter-search.json,twitter.com/studentlifeosu
osu_twitter-search.json,twitter.com/ohiostatemed
osu_twitter-search.json,twitter.com/osuccc_james
osu_twitter-search.json,twitter.com/tbdbitl
osu_twitter-search.json,twitter.com/osunursing
osu_twitter-search.json,twitter.com/ohiostategcprog
osu_twitter-search.json,twitter.com/osu_pharmacy
osu_twitter-search.json,twitter.com/osupolice
pitt_twitter-search.json,twitter.com/pitttweet
pitt_twitter-search.json,twitter.com/pittstudents
pitt_twitter-search.json,twitter.com/pitt_fb
pitt_twitter-search.json,twitter.com/upittpress
pitt_twitter-search.json,twitter.com/thepittnews
pitt_twitter-search.json,twitter.com/pittadmissions
pitt_twitter-search.json,twitter.com/upmcnews
pitt_twitter-search.json,twitter.com/pitt_athletics
pitt_twitter-search.json,twitter.com/pitteducation
princeton_twitter-search.json,twitter.com/princeton
princeton_twitter-search.json,twitter.com/princetonian
princeton_twitter-search.json,twitter.com/princetonupress
princeton_twitter-search.json,twitter.com/princetonalumni
princeton_twitter-search.json,twitter.com/princetonftbl
princeton_twitter-search.json,twitter.com/princetonchem
princeton_twitter-search.json,twitter.com/puartmuseum
psu_twitter-search.json,twitter.com/penn_state
psu_twitter-search.json,twitter.com/psuparking
psu_twitter-search.json,twitter.com/psualertup
psu_twitter-search.json,twitter.com/psuscience
psu_twitter-search.json,twitter.com/pennstatepolice
psu_twitter-search.json,twitter.com/psu_chemistry
psu_twitter-search.json,twitter.com/pennstatelaw
psu_twitter-search.json,twitter.com/pennstatehhd
psu_twitter-search.json,twitter.com/psupress
purdue_twitter-search.json,twitter.com/lifeatpurdue
purdue_twitter-search.json,twitter.com/boilerfootball
purdue_twitter-search.json,twitter.com/purdueunivnews
purdue_twitter-search.json,twitter.com/purduesports
purdue_twitter-search.json,twitter.com/purdueengineers
purdue_twitter-search.json,twitter.com/boilerball
purdue_twitter-search.json,twitter.com/purdueadmission
purdue_twitter-search.json,twitter.com/purduestudents
purdue_twitter-search.json,twitter.com/purduesoccer
rice_twitter-search.json,twitter.com/riceuniversity
rice_twitter-search.json,twitter.com/riceunews
rice_twitter-search.json,twitter.com/davidleebron
rice_twitter-search.json,twitter.com/riceathletics
rice_twitter-search.json,twitter.com/riceadmission
rice_twitter-search.json,twitter.com/ricemech
rice_twitter-search.json,twitter.com/rice_bioe
rice_twitter-search.json,twitter.com/ricestatistics
rice_twitter-search.json,twitter.com/rdesroches
rochester_twitter-search.json,twitter.com/uofr
rochester_twitter-search.json,twitter.com/uradmissions
rochester_twitter-search.json,twitter.com/urochestermed
rochester_twitter-search.json,twitter.com/rochester_u
rochester_twitter-search.json,twitter.com/ur_med
rochester_twitter-search.json,twitter.com/rclibraries
rochester_twitter-search.json,twitter.com/uofrfootball
rochester_twitter-search.json,twitter.com/uofr_psych
rochester_twitter-search.json,twitter.com/urochesterchem
rose-hulman_twitter-search.json,twitter.com/rosehulman
rose-hulman_twitter-search.json,twitter.com/rhitsports
rose-hulman_twitter-search.json,twitter.com/rosehulmanfb
rose-hulman_twitter-search.json,twitter.com/rosehulmanhoops
rose-hulman_twitter-search.json,twitter.com/rhitadmissions
rose-hulman_twitter-search.json,twitter.com/rosehulmanmsoc
rose-hulman_twitter-search.json,twitter.com/rhitcsse
rose-hulman_twitter-search.json,twitter.com/rosefiji
rose-hulman_twitter-search.json,twitter.com/rhitbaseball
rose-hulman_twitter-search.json,twitter.com/coach_fries
rpi_twitter-search.json,twitter.com/rpi
rpi_twitter-search.json,twitter.com/rpinews
rpi_twitter-search.json,twitter.com/rensselaer
rpi_twitter-search.json,twitter.com/rpiadmissions
rpi_twitter-search.json,twitter.com/rpiathletics
rpi_twitter-search.json,twitter.com/rpifootball
rpi_twitter-search.json,twitter.com/rpilally
rpi_twitter-search.json,twitter.com/rpi_whockey
rpi_twitter-search.json,twitter.com/rpi_mbb
rutgers_twitter-search.json,twitter.com/rutgersu
rutgers_twitter-search.json,twitter.com/rutgersnb
rutgers_twitter-search.json,twitter.com/rulibraries
rutgers_twitter-search.json,twitter.com/masongross
rutgers_twitter-search.json,twitter.com/rutgersresearch
rutgers_twitter-search.json,twitter.com/rutgersbschool
scu_twitter-search.json,twitter.com/santaclarauniv
scu_twitter-search.json,twitter.com/scuadmission
scu_twitter-search.json,twitter.com/scubroncos
scu_twitter-search.json,twitter.com/thesantaclara
scu_twitter-search.json,twitter.com/scualumni
scu_twitter-search.json,twitter.com/scunews
scu_twitter-search.json,twitter.com/scuvolleyball
scu_twitter-search.json,twitter.com/scu_baseball
scu_twitter-search.json,twitter.com/scusoftball
scu_twitter-search.json,twitter.com/santaclarahoops
stanford_twitter-search.json,twitter.com/stanford
stanford_twitter-search.json,twitter.com/stanfordfball
stanford_twitter-search.json,twitter.com/stanfordmed
stanford_twitter-search.json,twitter.com/stanforddaily
stanford_twitter-search.json,twitter.com/gostanford
stanford_twitter-search.json,twitter.com/stanfordpress
stanford_twitter-search.json,twitter.com/stanfordalumni
stanford_twitter-search.json,twitter.com/stanfordmsoccer
stanford_twitter-search.json,twitter.com/stanfordwbb
stonybrook_twitter-search.json,twitter.com/stonybrooku
stonybrook_twitter-search.json,twitter.com/stonybrookmed
stonybrook_twitter-search.json,twitter.com/sbathletics
stonybrook_twitter-search.json,twitter.com/sbu_osa
stonybrook_twitter-search.json,twitter.com/stonybrookfb
stonybrook_twitter-search.json,twitter.com/stonybrookwlax
stonybrook_twitter-search.json,twitter.com/stonybrookwbb
stonybrook_twitter-search.json,twitter.com/stonybrookalum
stonybrook_twitter-search.json,twitter.com/sbuem
syr_twitter-search.json,twitter.com/syracuseu
syr_twitter-search.json,twitter.com/syracuseunews
syr_twitter-search.json,twitter.com/cusefootball
syr_twitter-search.json,twitter.com/cuse_mbb
syr_twitter-search.json,twitter.com/cuse
syr_twitter-search.json,twitter.com/sualums
syr_twitter-search.json,twitter.com/gosyracuseu
syr_twitter-search.json,twitter.com/cusesb
temple_twitter-search.json,twitter.com/templeuniv
temple_twitter-search.json,twitter.com/thetemplenews
temple_twitter-search.json,twitter.com/temple_fb
temple_twitter-search.json,twitter.com/templeowls
temple_twitter-search.json,twitter.com/templecph
temple_twitter-search.json,twitter.com/tumbbhoops
temple_twitter-search.json,twitter.com/admissionstu
temple_twitter-search.json,twitter.com/tuliberalarts
temple_twitter-search.json,twitter.com/tu_sp
temple_twitter-search.json,twitter.com/temple_msoc
tufts_twitter-search.json,twitter.com/tuftsuniversity
tufts_twitter-search.json,twitter.com/tuftsdaily
tufts_twitter-search.json,twitter.com/tuftsnow
tufts_twitter-search.json,twitter.com/tuftslacrosse
